OBJECTID_12,FID_Parks,objectid_1,objectid,acreage,sqft,final_cat,type_,sector,origpkname,updatepknm,alterntnam,divname,shape_leng,globalid,created_us,created_da,last_edite,last_edi_1,maintenanc,dpw_ac,GlobalID_2,Shape__Are,Shape__Len,FID_Neighborhood,FID_BlockG,STATEFP10,COUNTYFP10,TRACTCE10,BLKGRPCE10,GEOID10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,Shape_Leng_1,FID_Neighb,AREA,PERIMETER,NEIGHBOR_,NEIGHBOR_I,HOOD,HOOD_NO,ACRES,SQMILES,DPWDIV,UNIQUE_ID,SECTORS,Shape_Le_1,Shape_Ar_1,Shape_Le_2,Page_Numbe,Shape_Length,Shape_Area
128,114,118,36,0.959034300000000,41775.367101349998848,Neighborhood Park,NP,15,Cliffside Parklet,August Wilson Park,Cliffside Park,Schenley,1313.832643669999925,764d9a2f-719c-49c2-b747-8f276149bf04,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Schenley,0.959034302188266,e9cf861c-fa6a-4bfd-80dc-b0b298c484b4,6709.218750000000000,390.396877000827999,3,3,42,003,030500,2,420030305002,Block Group 2,G5030,S,284548.000000000000000,0.000000000000000,+40.4403871,-079.9813476,8670.428121619999729,56,7202139.000000000000000,15696.759000000000015,57,2139,Crawford-Roberts,24,166.100999999999999,0.258000000000000,3,19,15,15696.759229600000253,7202138.922570000402629,15694.771443499999805,0,0.003120218725211,0.000000412021749
129,115,119,48,5.808032590000000,252996.887663489993429,Neighborhood Park,NP,7,Devlin Field,Devlin Field Park,Devlin Field,Southern,2721.869195299999774,dd1c0a48-cb15-4324-acd9-3a88008cf1ed,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Southern,5.80803259077309,d32462f2-28b7-4184-acca-60aba1170614,40592.316406250000000,821.526237775725008,50,143,42,003,561600,2,420035616002,Block Group 2,G5030,S,863468.000000000000000,0.000000000000000,+40.4138332,-079.9632700,22763.203863800001272,81,13108599.000000000000000,27698.120999999999185,82,2164,Arlington,4,302.319999999999993,0.470000000000000,4,57,7,27698.121195899999293,13108599.127800000831485,27710.085594200001651,0,0.006408190254476,0.000002494051372
130,116,120,74,2.829103790000000,123235.268059430003632,Neighborhood Park,NP,12,Garland Parklet,Garland Park,Garland Park,Northeast,1899.441819910000049,57d9a24b-1e2e-45c4-b7b0-8ca0b4afb9de,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Northeast,2.82910378792426,d2426631-1f22-4afa-888e-d2ffd61d9ffe,19802.000000000000000,709.719811622859993,79,321,42,003,111500,4,420031115004,Block Group 4,G5030,S,273819.000000000000000,0.000000000000000,+40.4612717,-079.9187769,7027.658692959999826,16,16201454.000000000000000,22746.877000000000407,17,2099,East Liberty,29,373.649999999999977,0.581000000000000,2,25,12,22746.876839600001404,16201453.707900000736117,22823.263661400000274,0,0.005441185334485,0.000001215752773
131,117,121,60,2.121514510000000,92412.802600950002670,Neighborhood Park,NP,12,Enright Parklet,Enright Park,Enright Park,Northeast,1394.572676329999922,37c10cb4-aa70-4cac-9887-6221b5664713,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Northeast,2.12151451453796,bcce93d7-fedf-46a4-9864-61cf3d7e22f1,14848.175781250000000,576.542226480960949,79,321,42,003,111500,4,420031115004,Block Group 4,G5030,S,273819.000000000000000,0.000000000000000,+40.4612717,-079.9187769,7027.658692959999826,16,16201454.000000000000000,22746.877000000000407,17,2099,East Liberty,29,373.649999999999977,0.581000000000000,2,25,12,22746.876839600001404,16201453.707900000736117,22823.263661400000274,0,0.004756460623737,0.000000911643940
132,118,122,59,0.539177270000000,23486.467895919999137,Neighborhood Park,NP,7,Eleanor St Parklet,Eleanor Street Park,Eleanor Street Park,Southern,649.210577420000050,601181be-4c7c-482e-b656-cfa5d7602552,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Southern,0.539177269101676,3d24ab4c-2ea5-4197-b3b3-889f9d72f0e9,3769.171875000000000,246.617904759010997,16,20,42,003,170600,1,420031706001,Block Group 1,G5030,S,326725.000000000000000,0.000000000000000,+40.4249025,-079.9876098,14495.793102800000270,73,19973024.000000000000000,26532.701000000000931,74,2156,South Side Slopes,73,460.632000000000005,0.716000000000000,4,6,7,26532.699712099998578,19973023.111999999731779,26531.433743599998706,0,0.001961986915568,0.000000231556839
133,119,123,21,0.805118060000000,35070.802538000003551,Regional Park,RP,6,Bigbee Field,Emerald View Park - Bigbee Field Park,Emerald View Regional Park,Southern,908.290369860000055,5dbd0956-a4df-4f5a-b85d-0b5928ef258e,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Western,0.805118062939112,584f886e-3a3d-4b80-8d0e-9a210799eec1,5629.312500000000000,363.487577395988012,15,19,42,003,180300,3,420031803003,Block Group 3,G5030,S,140530.000000000000000,0.000000000000000,+40.4191918,-079.9927314,6293.791905699999916,75,8221419.500000000000000,16208.565000000000509,76,2158,Allentown,3,189.608000000000004,0.295000000000000,4,23,6,16208.564800199999809,8221419.735199999995530,16208.014884099999108,0,0.003101395839317,0.000000345801241
134,120,124,140,0.569232070000000,24795.649667130001035,Beautification Site,BTF,14,Oakland Square,Oakland Square,Oakland Square,Schenley,878.148428660000036,e2748b8b-a3d3-4195-9c81-58b9b2062c7c,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,3rd Division,0.569232067264089,3aa14c41-234f-4a30-b7de-48b3ab3ed4f0,3981.105468750000000,351.465195838847023,0,0,42,003,040500,1,420030405001,Block Group 1,G5030,S,268195.000000000000000,0.000000000000000,+40.4406805,-079.9542332,7988.379391460000079,62,7843108.000000000000000,11526.862999999999374,63,2145,Central Oakland,20,180.883000000000010,0.281000000000000,3,113,14,11526.863221899999189,7843108.221909999847412,11525.904546399999163,0,0.003011815454473,0.000000244519571
135,121,125,123,1.615818930000000,70384.791174340003636,Neighborhood Park,NP,3,McKnight Playground,McKnight Park,McKnight Park,Northern,1279.692452539999977,715318ec-dbf0-4148-a625-0277f6755aab,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Northern,1.61581893283632,e29a7b4f-2728-4f24-946a-b3e648c2e976,11305.765625000000000,512.362476775625964,39,89,42,003,210700,2,420032107002,Block Group 2,G5030,S,359658.000000000000000,0.000000000000000,+40.4578695,-080.0264589,9100.227533999999650,33,7785965.500000000000000,12528.441000000000713,34,2116,Manchester,49,179.566000000000003,0.279000000000000,1,23,3,12528.441993200000070,7785965.497329999692738,12521.875155300000188,0,0.004345499362867,0.000000694246852
136,122,126,197,0.388159310000000,16908.151971279999998,Neighborhood Park,NP,2,Woods Run Tot Lot,Woods Run Park,Woods Run Park,Northern,450.352009290000012,9b77f597-274e-44fa-8814-54660d31e924,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Northern,0.388159311388583,76471c42-167d-4d3b-a530-feff921570eb,2717.875000000000000,212.595129638910009,71,240,42,003,980900,1,420039809001,Block Group 1,G5030,S,1453388.000000000000000,854869.000000000000000,+40.4659231,-080.0458881,13293.010440100000778,18,6426350.500000000000000,13293.011000000000422,19,2101,Marshall-Shadeland,50,148.209000000000003,0.231000000000000,1,0,2,13293.010440100000778,6426350.593949999660254,50372.759504900001048,0,0.001736872389940,0.000000166834238
137,123,127,25,0.457571180000000,19931.720767470000283,Neighborhood Park,NP,14,Boundary St Tot Lot,Boundary Street Park,Boundary St. Park,Schenley,604.752538419999951,d6781a89-d8c3-4c74-b126-ce95efd574ed,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Schenley,0.457571177561822,a94021a3-32c5-49b2-a30b-3a100c2384e0,3200.312500000000000,242.217935242989000,0,0,42,003,040500,1,420030405001,Block Group 1,G5030,S,268195.000000000000000,0.000000000000000,+40.4406805,-079.9542332,7988.379391460000079,62,7843108.000000000000000,11526.862999999999374,63,2145,Central Oakland,20,180.883000000000010,0.281000000000000,3,113,14,11526.863221899999189,7843108.221909999847412,11525.904546399999163,0,0.001984842938568,0.000000196559317
138,124,128,5,1.548129940000000,67436.270587720006006,Riverfront Park,RVR,16,Allegheny Riverfront Park,Allegheny Riverfront Park,Allegheny Riverfront Park,State,3789.706844249999904,56eb2a1a-f465-4488-8ee7-2939c1a56513,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Northern,1.5481299433795,b099bae8-8b26-4e11-8fe6-aa256952c526,10829.828125000000000,1690.459094720419898,5,6,42,003,020100,4,420030201004,Block Group 4,G5030,S,281715.000000000000000,0.000000000000000,+40.4406777,-079.9892121,7297.919732360000125,57,17846686.000000000000000,23034.955000000001746,58,2140,Central Business District,17,411.593000000000018,0.640000000000000,1,24,16,23034.954702899998665,17846685.487399999052286,23034.929056500001025,0,0.014703833868918,0.000000615867787
139,125,129,112,6.146708700000000,267749.559982999984641,Neighborhood Park,NP,9,Magee Playground,Magee Park,Magee Park,Schenley,2175.676901710000038,45b6cc70-4efb-4c09-9430-d2401edca968,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Schenley,6.14670870028591,07ea9e57-badd-484b-8ce4-bfa2ccf0610b,42974.015625000000000,872.004164494662973,24,48,42,003,151700,4,420031517004,Block Group 4,G5030,S,157178.000000000000000,0.000000000000000,+40.4216327,-079.9353993,5794.401719720000074,74,21551120.000000000000000,22518.270000000000437,75,2157,Greenfield,37,497.028000000000020,0.773000000000000,3,21,9,22518.270422300000064,21551119.981400001794100,22527.730169400001614,0,0.006712182410844,0.000002639930116
140,126,130,118,3.481163450000000,151638.873394580004970,Neighborhood Park,NP,15,Martin Luther King Field,Martin Luther King Park,Martin Luther King Park,Schenley,1676.041090570000051,bfb9c411-1a59-4391-b943-43f1c525cdb4,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Schenley,3.4811634516045,680f574a-861e-451a-a9f4-533bc0a23470,24348.695312500000000,671.623973371153966,2,2,42,003,040200,2,420030402002,Block Group 2,G5030,S,282679.000000000000000,0.000000000000000,+40.4412437,-079.9626107,8260.915501640000002,61,5999801.500000000000000,18271.425999999999476,62,2144,West Oakland,88,138.372000000000014,0.215000000000000,3,21,14,18271.426385499999014,5999801.025670000351965,18280.484514799998578,0,0.003581550557468,0.000000417687005
141,126,130,118,3.481163450000000,151638.873394580004970,Neighborhood Park,NP,15,Martin Luther King Field,Martin Luther King Park,Martin Luther King Park,Schenley,1676.041090570000051,bfb9c411-1a59-4391-b943-43f1c525cdb4,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Schenley,3.4811634516045,680f574a-861e-451a-a9f4-533bc0a23470,24348.695312500000000,671.623973371153966,66,211,42,003,051100,1,420030511001,Block Group 1,G5030,S,183645.000000000000000,0.000000000000000,+40.4416579,-079.9764621,6208.941404539999894,55,9529806.000000000000000,19562.576000000000931,56,2138,Terrace Village,83,219.782999999999987,0.342000000000000,3,94,15,19562.578068899998470,9529806.363980000838637,19564.878147999999783,0,0.004836690421043,0.000001077747880
142,127,131,181,0.108285990000000,4716.918949289999546,Neighborhood Park,NP,15,Tustin Tot Lot,Tustin Park,Tustin Park,Schenley,274.808823889999985,a5cbdc1d-502c-4d79-aa95-21d0699e578b,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Schenley,0.10828599212621,3a2193d1-2ff7-4cb1-8f54-0873c92255ca,757.328125000000000,110.109747161702003,17,25,42,003,010300,2,420030103002,Block Group 2,G5030,S,267511.000000000000000,0.000000000000000,+40.4369004,-079.9903987,6834.806624769999871,66,9127700.000000000000000,15723.174000000000888,67,2149,Bluff,11,210.509999999999991,0.327000000000000,3,57,15,15723.174583399999392,9127699.902440000325441,15724.389801699999225,0,0.000873371497803,0.000000046515328
143,128,132,161,12.312198290000000,536317.212106529972516,Neighborhood Park,NP,15,Robert E Williams Park,Robert E. Williams Park,Robert E. Williams Herron Hill Park,Schenley,2850.690333330000158,4390547d-5c60-4ce3-af1e-6850bc23786a,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Schenley,12.3121982870022,729041a6-f206-469a-b635-9407f9abc398,86154.421875000000000,1142.480229821280091,82,338,42,003,050600,3,420030506003,Block Group 3,G5030,S,287852.000000000000000,0.000000000000000,+40.4507230,-079.9591365,9240.995101919999797,43,8722606.000000000000000,11867.512000000000626,44,2126,Upper Hill,85,201.167000000000002,0.313000000000000,3,19,15,11867.512383799999952,8722605.958830000832677,11857.171925500000725,0,0.009136965152739,0.000005290215814
144,129,133,205,0.053646060000000,2336.812918669999817,Neighborhood Park,NP,14,Dunseith Tot Lot (Shalane's Play Yard),Shalane's Play Yard Park,Dunseith Park (Shalane's Play Yard),Schenley,262.066941869999994,9177883a-579b-4f61-a9a2-8be643b68407,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Schenley,5.36460575286779E-02,ae542d3e-b313-4770-8e6b-ca609387dd74,375.257812500000000,78.916655697488196,2,2,42,003,040200,2,420030402002,Block Group 2,G5030,S,282679.000000000000000,0.000000000000000,+40.4412437,-079.9626107,8260.915501640000002,61,5999801.500000000000000,18271.425999999999476,62,2144,West Oakland,88,138.372000000000014,0.215000000000000,3,21,14,18271.426385499999014,5999801.025670000351965,18280.484514799998578,0,0.000640577013454,0.000000023046203
145,130,135,81,0.520989310000000,22694.203600649998407,Neighborhood Park,NP,15,Granville Parklet,Granville Park,Granville Park,Schenley,699.571073370000022,eea870bf-624f-48a6-86ba-81f5b2b87dae,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Schenley,0.520989310783587,2db8706e-5aaf-4b59-ad4d-643b93b71827,3644.503906250000000,251.094145557002008,3,3,42,003,030500,2,420030305002,Block Group 2,G5030,S,284548.000000000000000,0.000000000000000,+40.4403871,-079.9813476,8670.428121619999729,56,7202139.000000000000000,15696.759000000000015,57,2139,Crawford-Roberts,24,166.100999999999999,0.258000000000000,3,19,15,15696.759229600000253,7202138.922570000402629,15694.771443499999805,0,0.001965807390438,0.000000223821279
146,131,136,212,1.053450620000000,45888.125589540002693,Community Park,CP,4,Tuxedo Street Skate Park,Tuxedo Street Skate Park,Tuxedo Street Skate Park,Western,898.471621460000051,d54d5c1a-2212-4d36-8d4a-11f7d43e3c7f,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Western,1.05345062310819,d3c48e3f-bb1d-4b54-8696-2c0f9936f6e4,7371.179687500000000,402.696536417297011,53,149,42,003,202200,3,420032022003,Block Group 3,G5030,S,174657.000000000000000,0.000000000000000,+40.4580322,-080.0647449,7204.288830440000311,31,24807354.000000000000000,24066.419999999998254,32,2114,Sheraden,69,572.125000000000000,0.890000000000000,5,19,4,24066.420427299999574,24807353.402399998158216,24066.037200499999017,0,0.002994436987617,0.000000452629678
147,132,137,96,13.434683059999999,585212.453438349999487,Neighborhood Park,NP,15,Kennard Playground,Kennard Park,Kennard Park,Schenley,3273.395350769999823,6354bb5b-f289-4868-a4b7-04d9ceb09d7b,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Schenley,13.4346830646277,2c9ee9ce-d8e1-4521-b533-4a71189612de,93975.515625000000000,1312.753244171899951,66,211,42,003,051100,1,420030511001,Block Group 1,G5030,S,183645.000000000000000,0.000000000000000,+40.4416579,-079.9764621,6208.941404539999894,55,9529806.000000000000000,19562.576000000000931,56,2138,Terrace Village,83,219.782999999999987,0.342000000000000,3,94,15,19562.578068899998470,9529806.363980000838637,19564.878147999999783,0,0.009865850623382,0.000005771495818
148,133,138,105,0.895134520000000,38991.903577229997609,Neighborhood Park,NP,9,Lewis Playground,Lewis Park,Lewis Park,Schenley,796.392744300000004,635c355b-aae2-42d7-ab29-d1d6a357bf97,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Eastern,0.895134516650851,927fed65-7186-4851-a3d2-87bccb1a91a0,6255.964843750000000,319.085515511555002,19,34,42,003,562900,1,420035629001,Block Group 1,G5030,S,1385581.000000000000000,586785.000000000000000,+40.4096285,-079.9486102,29907.611274399998365,76,44132028.000000000000000,42041.449000000000524,77,2159,Hazelwood,39,1017.804999999999950,1.583000000000000,3,25,9,42041.449983099999372,44132028.365599997341633,42027.889438199999859,0,0.002483392277841,0.000000384379220
149,134,139,176,3.427600930000000,149305.699329669994768,Neighborhood Park,NP,13,Sullivan Playground,Sullivan Park,Sullivan Park,Northeast,1791.926438879999978,58ad185e-9524-4e93-bc10-328dd2172dc1,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Northeast,3.42760093099757,5146b1dd-d52c-4cca-a9d8-c093aafe7192,23990.097656250000000,718.072031697460943,31,72,42,003,060300,1,420030603001,Block Group 1,G5030,S,391220.000000000000000,0.000000000000000,+40.4621267,-079.9609234,10355.074283699999796,19,11984375.000000000000000,15396.965000000000146,20,2102,Lower Lawrenceville,48,276.391999999999996,0.430000000000000,2,19,13,15396.964966499999719,11984374.883799999952316,15396.273198200000479,0,0.005801115703221,0.000001472913003
150,135,140,127,1.401419130000000,61045.572996360002435,Community Park,CP,16,Mellon Square Park,Mellon Square Park,Mellon Square Park,State,972.195633339999972,edbff294-ea77-46e2-be64-dcfebbf319e8,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Northern,1.40141912716669,011e7a85-de93-43fd-813c-32d483b8583b,9802.417968750000000,389.536308322276000,5,6,42,003,020100,4,420030201004,Block Group 4,G5030,S,281715.000000000000000,0.000000000000000,+40.4406777,-079.9892121,7297.919732360000125,57,17846686.000000000000000,23034.955000000001746,58,2140,Central Business District,17,411.593000000000018,0.640000000000000,1,24,16,23034.954702899998665,17846685.487399999052286,23034.929056500001025,0,0.003120671075919,0.000000602029987
151,136,141,33,0.475472070000000,20711.480498230001103,Neighborhood Park,NP,1,Catalano Parklet,Catalano Park,Catalano Park,Northern,567.155739120000021,747d5630-9fcb-42d3-bd33-ba7774dee3cb,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Northern,0.475472069430679,a2db0447-7ec3-410a-99ed-4b322a35cd21,3327.640625000000000,227.295282749422995,27,59,42,003,241200,2,420032412002,Block Group 2,G5030,S,172183.000000000000000,0.000000000000000,+40.4600565,-079.9915198,7283.454921280000235,14,7653279.500000000000000,21452.690999999998894,15,2097,Spring Garden,74,176.506000000000000,0.275000000000000,1,18,1,21452.691884600000776,7653278.966629999689758,21430.368059100001119,0,0.001823373412957,0.000000204314078
152,137,142,216,0.776090470000000,33806.365434229999664,Special Use Park,SU, , ,Brighton Heights Healthy Active Living Center, , ,0.000000000000000, ,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Northern,0.7760904651078,e42ba697-b027-431b-a902-9e9702414340,5434.625000000000000,295.026597600602997,60,181,42,003,270800,3,420032708003,Block Group 3,G5030,S,633737.000000000000000,0.000000000000000,+40.4865869,-080.0297229,13818.097632299999532,3,31143860.000000000000000,26060.684000000001106,4,2086,Brighton Heights,13,718.261999999999944,1.117000000000000,1,23,2,26060.684131599999091,31143860.752099998295307,26097.409315000000788,0,0.002328834524847,0.000000333584700
153,138,143,116,2.762578400000000,120337.433945759999915,Neighborhood Park,NP,2,Marmaduke Playground,Marmaduke Park,Marmaduke Park,Northern,1791.427945449999925,273f4bbe-25d9-42a3-a546-370af99b1275,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Northern,2.76257840442924,bd5a3fc7-34ca-40fb-bb8c-ee9b566860ce,19348.195312500000000,718.049047787619998,60,181,42,003,270800,3,420032708003,Block Group 3,G5030,S,633737.000000000000000,0.000000000000000,+40.4865869,-080.0297229,13818.097632299999532,3,31143860.000000000000000,26060.684000000001106,4,2086,Brighton Heights,13,718.261999999999944,1.117000000000000,1,23,2,26060.684131599999091,31143860.752099998295307,26097.409315000000788,0,0.005864234897560,0.000001187525665
154,139,144,180,0.316031570000000,13766.279986280000230,Beautification Site,BTF,16,Thomas Parklet,Thomas Park,Thomas Park,State,685.985104139999976,29ea1e26-197f-4e3d-926b-4fd4b7988d76,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Northern,0.316031566840351,c34987c6-6e84-4103-9142-9a04664edddd,2210.242187500000000,275.024975347243014,5,6,42,003,020100,4,420030201004,Block Group 4,G5030,S,281715.000000000000000,0.000000000000000,+40.4406777,-079.9892121,7297.919732360000125,57,17846686.000000000000000,23034.955000000001746,58,2140,Central Business District,17,411.593000000000018,0.640000000000000,1,24,16,23034.954702899998665,17846685.487399999052286,23034.929056500001025,0,0.002104415130656,0.000000135753863
155,140,145,139,14.487541110000000,631074.766352229984477,Riverfront Park,RVR,16,Northshore Riverfront Park,Northshore Riverfront Park,Northshore Riverfront Park,State,10104.370758900000510,68640034-1684-42f3-b6ea-c292096f526e,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Northern,14.4875411078711,d26247cf-7246-45f0-8939-9c9bac337d42,101348.230468750000000,4090.188156339089801,45,119,42,003,563200,1,420035632001,Block Group 1,G5030,S,316619.000000000000000,138447.000000000000000,+40.4496580,-079.9981098,9418.516408819999924,50,8455805.000000000000000,17994.087999999999738,51,2133,North Shore,57,195.014000000000010,0.303000000000000,1,18,16,17994.087546200000361,8455804.954080000519753,18012.231910099999368,0,0.029005488529181,0.000004868820709
156,140,145,139,14.487541110000000,631074.766352229984477,Riverfront Park,RVR,16,Northshore Riverfront Park,Northshore Riverfront Park,Northshore Riverfront Park,State,10104.370758900000510,68640034-1684-42f3-b6ea-c292096f526e,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Northern,14.4875411078711,d26247cf-7246-45f0-8939-9c9bac337d42,101348.230468750000000,4090.188156339089801,63,201,42,003,980600,1,420039806001,Block Group 1,G5030,S,982752.000000000000000,473795.000000000000000,+40.4518148,-080.0280506,19600.683115899999393,34,10688264.000000000000000,19607.976999999998952,35,2117,Chateau,22,246.501000000000005,0.383000000000000,1,113,3,19607.976133399999526,10688263.843000000342727,19600.683399800000188,0,0.006207291219322,0.000000659042060
157,141,146,51,0.805437570000000,35084.720110440001008,Neighborhood Park,NP,13,Duncan Parklet,Duncan Park,Duncan Park,Northeast,765.095222079999985,11bb27fa-771b-4ed0-92e5-c66f27b8e336,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Northeast,0.805437567716807,3c266408-2326-4a26-aac3-c0b5c2a2ee3d,5640.289062500000000,306.723324106503014,40,93,42,003,101100,3,420031011003,Block Group 3,G5030,S,249635.000000000000000,0.000000000000000,+40.4818107,-079.9477736,10342.017760999999155,6,11288746.000000000000000,19192.782999999999447,7,2089,Upper Lawrenceville,86,260.348999999999990,0.405000000000000,2,57,13,19192.783898400000908,11288745.634400000795722,19198.897168100000272,0,0.002468807108517,0.000000346204142
158,142,147,53,61.385905850000000,2673959.362874229904264,Community Park,CP,3,East Common Park,Allegheny Commons,Allegheny Commons Park,State,8643.019657259999804,ed54111f-f829-49c1-87b0-4f0e06c2ccaa,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Northern,61.3859058477517,0b00c82d-73cc-4dd5-86c0-2a9617b09055,429525.214843750000000,9038.506279406299655,55,152,42,003,562700,1,420035627001,Block Group 1,G5030,S,374415.000000000000000,0.000000000000000,+40.4507843,-080.0144032,8746.405188790000466,48,3938870.200000000186265,8658.041999999999462,49,2131,Allegheny West,2,90.840999999999994,0.141000000000000,1,21,3,8658.042051320000610,3938870.376730000134557,8746.405334720000610,0,0.011556831121624,0.000003085812479
159,142,147,53,61.385905850000000,2673959.362874229904264,Community Park,CP,3,East Common Park,Allegheny Commons,Allegheny Commons Park,State,8643.019657259999804,ed54111f-f829-49c1-87b0-4f0e06c2ccaa,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Northern,61.3859058477517,0b00c82d-73cc-4dd5-86c0-2a9617b09055,429525.214843750000000,9038.506279406299655,59,178,42,003,562700,2,420035627002,Block Group 2,G5030,S,535964.000000000000000,5234.000000000000000,+40.4515765,-080.0053403,10563.791696800000864,45,5840713.000000000000000,10570.415000000000873,46,2128,Allegheny Center,1,134.703000000000003,0.210000000000000,1,19,3,10570.414827299999160,5840713.265370000153780,10563.791458899999270,0,0.061062184809373,0.000023289313392
160,143,148,4,2.285581670000000,99559.539423640002497,Riverfront Park,RVR,16,Allegheny Landing Park,Allegheny Landing Park,Allegheny Landing Park,State,1579.933657040000071,4c54672c-8a00-4670-a599-1b3e59c22d84,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Northern,2.28558167270413,359bbf92-61e6-4aa0-9c4f-8dd343da61f2,15989.750000000000000,626.966133300872002,45,119,42,003,563200,1,420035632001,Block Group 1,G5030,S,316619.000000000000000,138447.000000000000000,+40.4496580,-079.9981098,9418.516408819999924,50,8455805.000000000000000,17994.087999999999738,51,2133,North Shore,57,195.014000000000010,0.303000000000000,1,18,16,17994.087546200000361,8455804.954080000519753,18012.231910099999368,0,0.004970227589297,0.000000904456415
161,144,149,72,1.955429820000000,85178.182206779994885,Neighborhood Park,NP,12,Friendship Park,Friendship Park,Friendship Park,Northeast,1901.426598790000071,f95cbafc-dcd8-493f-8b98-89745c6434ca,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Northeast,1.95542981911229,09f314d3-1552-4f53-8d5b-f7de2f373c12,13686.277343750000000,760.982635901737012,32,73,42,003,080200,2,420030802002,Block Group 2,G5030,S,92307.000000000000000,0.000000000000000,+40.4617308,-079.9522528,4036.163833269999941,26,19572930.000000000000000,21206.188999999998487,27,2109,Bloomfield,10,451.404999999999973,0.702000000000000,2,94,12,21206.189685199999076,19572929.543999999761581,21204.325552499998594,0,0.006684256066611,0.000000840292399
162,145,150,191,10.061386920000000,438272.261014460003935,Neighborhood Park,NP,11,Westinghouse Park,Westinghouse Park,Westinghouse Park,Eastern,2747.688904170000114,e473b3f9-3e8a-49cb-8523-ef32365cdd25,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Eastern,10.0613869170973,27bef631-7c4c-4bf9-b513-924ff79afc1c,70400.871093750000000,1067.267721252550018,70,233,42,003,140500,3,420031405003,Block Group 3,G5030,S,172851.000000000000000,0.000000000000000,+40.4523867,-079.9073195,6787.527650160000121,47,7968760.000000000000000,13891.872999999999593,48,2130,Point Breeze North,64,183.781000000000006,0.286000000000000,2,113,11,13891.873348299999634,7968760.149360000155866,14047.078816999999617,0,0.008541236832453,0.000004322999004
