OBJECTID_12,FID_Parks,objectid_1,objectid,acreage,sqft,final_cat,type_,sector,origpkname,updatepknm,alterntnam,divname,shape_leng,globalid,created_us,created_da,last_edite,last_edi_1,maintenanc,dpw_ac,GlobalID_2,Shape__Are,Shape__Len,FID_Neighborhood,FID_BlockG,STATEFP10,COUNTYFP10,TRACTCE10,BLKGRPCE10,GEOID10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,Shape_Leng_1,FID_Neighb,AREA,PERIMETER,NEIGHBOR_,NEIGHBOR_I,HOOD,HOOD_NO,ACRES,SQMILES,DPWDIV,UNIQUE_ID,SECTORS,Shape_Le_1,Shape_Ar_1,Shape_Le_2,Page_Numbe,Shape_Length,Shape_Area
85,76,78,82,0.258573600000000,11263.421139269999912,Beautification Site,BTF,14,Harris Triangle,Harris Triangle,Harris Triangle,Northeast,646.685561829999983,d842d827-fc4b-4451-98da-151fc35d1a76,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,3rd Division,0.258573604065345,f0b890ac-3fec-44ef-aab7-3df6af6f7f05,1809.437500000000000,259.524430389257986,1,1,42,003,040400,1,420030404001,Block Group 1,G5030,S,75472.000000000000000,0.000000000000000,+40.4458408,-079.9483932,3813.620988520000083,40,13904629.000000000000000,20941.386999999998807,41,2123,North Oakland,56,320.678999999999974,0.499000000000000,3,25,14,20941.386024999999790,13904629.058199999853969,20945.562569599998824,0,0.001880126060690,0.000000111104067
86,77,79,3,2.525213560000000,109997.862861839996185,Community Park,CP,3,Allegheny Center Plaza Park,Buhl Community Park at Allegheny Square,Buhl Community Park at Allegheny Square,State,1999.776166220000050,8d8c8881-084a-4daf-b347-d9e9dc83f9b7,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Northern,2.52521356415554,2fada476-414a-4886-8ae9-b4550988463d,17668.964843750000000,1001.225393691639965,59,178,42,003,562700,2,420035627002,Block Group 2,G5030,S,535964.000000000000000,5234.000000000000000,+40.4515765,-080.0053403,10563.791696800000864,45,5840713.000000000000000,10570.415000000000873,46,2128,Allegheny Center,1,134.703000000000003,0.210000000000000,1,19,3,10570.414827299999160,5840713.265370000153780,10563.791458899999270,0,0.008055635528930,0.000001084979460
87,78,80,111,0.152931200000000,6661.656548869999824,Other,OTR,3,Loraine St Tot Lot,Loraine St Park,Loraine St Tot Lot,Northern,333.324131879999982,bcd30104-5771-41b0-84f9-79aa9187f0e8,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,1st Division,0.152931202836983,8e790c02-d66f-4448-afab-a87569368477,1070.257812500000000,133.560720306673005,26,58,42,003,250300,1,420032503001,Block Group 1,G5030,S,243738.000000000000000,0.000000000000000,+40.4584905,-080.0120067,7703.446190200000274,37,7218352.000000000000000,14371.736000000000786,38,2120,Central Northside,19,166.474999999999994,0.259000000000000,1,6,3,14371.736392599999817,7218351.660880000330508,14391.314313099999708,0,0.001082421042885,0.000000065714073
88,79,81,135,0.305173070000000,13293.285575170000811,Beautification Site,BTF,12,Negley Run Strip,Negley Run Strip,Negley Run Strip,Northeast,2218.244329260000086,8ac3fca1-8733-447b-988f-7aee4671ad77,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,2nd Division,0.305173065851135,47fde41e-fe0a-4577-804a-f910761426dd,2136.167968750000000,888.777460159789030,44,114,42,003,120400,1,420031204001,Block Group 1,G5030,S,176103.000000000000000,0.000000000000000,+40.4633748,-079.9087841,5462.853099920000204,22,12407882.000000000000000,15726.185999999999694,23,2105,Larimer,45,286.160000000000025,0.445000000000000,2,21,12,15726.185820999999123,12407881.295499999076128,15727.705062900000485,0,0.007299524643975,0.000000076339420
89,79,81,135,0.305173070000000,13293.285575170000811,Beautification Site,BTF,12,Negley Run Strip,Negley Run Strip,Negley Run Strip,Northeast,2218.244329260000086,8ac3fca1-8733-447b-988f-7aee4671ad77,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,2nd Division,0.305173065851135,47fde41e-fe0a-4577-804a-f910761426dd,2136.167968750000000,888.777460159789030,79,321,42,003,111500,4,420031115004,Block Group 4,G5030,S,273819.000000000000000,0.000000000000000,+40.4612717,-079.9187769,7027.658692959999826,16,16201454.000000000000000,22746.877000000000407,17,2099,East Liberty,29,373.649999999999977,0.581000000000000,2,25,12,22746.876839600001404,16201453.707900000736117,22823.263661400000274,0,0.006877917993435,0.000000054807499
90,80,82,19,0.258935330000000,11279.178014220000478,Beautification Site,BTF,16,Bedford Strip,Bedford Strip,Bedford Strip,Schenley,1553.559589810000034,dfea1aef-b523-4d33-af69-492304f521a0,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,3rd Division,0.258935333587447,86bc05e9-b578-42ca-90e3-810af0541c58,1811.292968750000000,621.997643056603010,3,3,42,003,030500,2,420030305002,Block Group 2,G5030,S,284548.000000000000000,0.000000000000000,+40.4403871,-079.9813476,8670.428121619999729,56,7202139.000000000000000,15696.759000000000015,57,2139,Crawford-Roberts,24,166.100999999999999,0.258000000000000,3,19,15,15696.759229600000253,7202138.922570000402629,15694.771443499999805,0,0.005146705080021,0.000000046194599
91,80,82,19,0.258935330000000,11279.178014220000478,Beautification Site,BTF,16,Bedford Strip,Bedford Strip,Bedford Strip,Schenley,1553.559589810000034,dfea1aef-b523-4d33-af69-492304f521a0,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,3rd Division,0.258935333587447,86bc05e9-b578-42ca-90e3-810af0541c58,1811.292968750000000,621.997643056603010,5,6,42,003,020100,4,420030201004,Block Group 4,G5030,S,281715.000000000000000,0.000000000000000,+40.4406777,-079.9892121,7297.919732360000125,57,17846686.000000000000000,23034.955000000001746,58,2140,Central Business District,17,411.593000000000018,0.640000000000000,1,24,16,23034.954702899998665,17846685.487399999052286,23034.929056500001025,0,0.005237729374891,0.000000065045150
92,81,83,163,0.337794570000000,14714.272774999999456,Beautification Site,BTF,10,Saline St Passive Area,Saline St Passive Area,Saline St Passive Area,Schenley,586.933261809999976,dddea333-de61-4d3e-82ef-0c05ef00d7be,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,3rd Division,0.337794573743559,a48a120d-25b4-489d-a6c0-49885c896fb4,2361.261718750000000,234.989365058319009,25,54,42,003,141400,3,420031414003,Block Group 3,G5030,S,294702.000000000000000,0.000000000000000,+40.4266034,-079.9185733,8635.642130309999629,63,74470128.000000000000000,50122.652000000001863,64,2146,Squirrel Hill South,77,1717.484999999999900,2.671000000000000,3,23,10,50122.651096599998709,74470126.269400000572205,50179.666766200003622,0,0.001937330037383,0.000000145066084
93,82,84,195,0.059660020000000,2598.780087950000052,Beautification Site,BTF,10,Windermere Circle 1 & 2,Windermere Circle 1 & 2,Windermere Circle 1 & 2,Eastern,286.380372850000015,c486c01d-a722-4530-8c78-9f4a243b4d7f,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,3rd Division,0.059660020273279,a2592ddb-d4b3-49a7-a24f-3a56c2258031,417.070312500000000,114.703105266777001,36,83,42,003,141100,1,420031411001,Block Group 1,G5030,S,1226338.000000000000000,163168.000000000000000,+40.4196414,-079.9075532,20791.544469500000559,78,13379806.000000000000000,20826.319999999999709,79,2161,Swisshelm Park,82,308.574999999999989,0.480000000000000,3,57,10,20826.319234899998264,13379806.337899999693036,20791.544629100000748,0,0.000924291758487,0.000000025622385
94,83,85,182,0.235438640000000,10255.666017800000191,Beautification Site,BTF,10,Vietnam Island,Vietnam Island,Vietnam Island,Eastern,899.717819790000021,0b4033fe-1588-4f0d-a39e-8d4212910b61,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,3rd Division,0.235438637295322,dbc77cd0-3f5b-4892-b641-1c0d455a8150,1646.667968750000000,359.951227654215984,25,54,42,003,141400,3,420031414003,Block Group 3,G5030,S,294702.000000000000000,0.000000000000000,+40.4266034,-079.9185733,8635.642130309999629,63,74470128.000000000000000,50122.652000000001863,64,2146,Squirrel Hill South,77,1717.484999999999900,2.671000000000000,3,23,10,50122.651096599998709,74470126.269400000572205,50179.666766200003622,0,0.003160947953061,0.000000101136679
95,84,86,217,0.153286180000000,6677.119233020000138,Special Use Park,SU, , ,Oliver Bath House, , ,0.000000000000000, ,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Southern,0.153286178640392,238279ad-20f7-471b-ab0b-a097e67e8234,1071.820312500000000,133.510082626290995,14,16,42,003,170200,1,420031702001,Block Group 1,G5030,S,406640.000000000000000,81747.000000000000000,+40.4302576,-079.9922422,12037.899456099999952,71,26083320.000000000000000,34676.355000000003201,72,2154,South Side Flats,72,601.552999999999997,0.936000000000000,4,81,7,34676.355098400003044,26083318.969099998474121,34675.877093700000842,0,0.001084027023712,0.000000065838613
96,85,87,131,0.600600830000000,26162.067599860001792,Beautification Site,BTF,12,Morrow Triangle,Morrow Triangle Park,Morrow Triangle,Northeast,682.969022519999953,074eb498-c5ce-4a44-a57e-3da9bb631f88,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Northeast,0.600600832149799,2553355b-f395-4bf0-819c-b813b0a4bbd5,4202.941406250000000,273.711636796849973,32,73,42,003,080200,2,420030802002,Block Group 2,G5030,S,92307.000000000000000,0.000000000000000,+40.4617308,-079.9522528,4036.163833269999941,26,19572930.000000000000000,21206.188999999998487,27,2109,Bloomfield,10,451.404999999999973,0.702000000000000,2,94,12,21206.189685199999076,19572929.543999999761581,21204.325552499998594,0,0.002190067581696,0.000000258069291
97,86,88,110,0.256793830000000,11185.894611490000898,Special Use Park,SU,6,Lodge Potenza Senior Center,Lodge Potenza Healthy Active Living Center,Lodge Potenza Senior Center,Western,471.677528090000010,8a29e613-32df-49c3-8a6c-f48f768f311f,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Western,0.256793832764062,37dde992-40e3-4b47-9669-4307ef5d3fd6,1795.605468750000000,189.033370195711001,23,45,42,003,180700,2,420031807002,Block Group 2,G5030,S,128061.000000000000000,0.000000000000000,+40.4247086,-080.0011285,5547.088803720000215,64,31760998.000000000000000,33988.883000000001630,65,2147,Mount Washington,54,732.495000000000005,1.139000000000000,5,25,6,33988.882268900000781,31760998.035100001841784,34003.524912000000768,0,0.001477851097587,0.000000110297645
98,87,89,31,6.790125530000000,295776.685146739997435,Neighborhood Park,NP,9,Burgwin Playground,Burgwin Park,Burgwin Park,Schenley,2232.759022329999880,93e12c43-773c-47cb-82a3-91787e9bed98,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Eastern,6.79012553390798,e26af4a5-75ae-437f-b19f-1add8f176041,47443.320312500000000,893.982741332736055,19,34,42,003,562900,1,420035629001,Block Group 1,G5030,S,1385581.000000000000000,586785.000000000000000,+40.4096285,-079.9486102,29907.611274399998365,76,44132028.000000000000000,42041.449000000000524,77,2159,Hazelwood,39,1017.804999999999950,1.583000000000000,3,25,9,42041.449983099999372,44132028.365599997341633,42027.889438199999859,0,0.007064339050248,0.000002859576102
99,87,89,31,6.790125530000000,295776.685146739997435,Neighborhood Park,NP,9,Burgwin Playground,Burgwin Park,Burgwin Park,Schenley,2232.759022329999880,93e12c43-773c-47cb-82a3-91787e9bed98,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Eastern,6.79012553390798,e26af4a5-75ae-437f-b19f-1add8f176041,47443.320312500000000,893.982741332736055,90,96,42,003,562300,2,420035623002,Block Group 2,G5030,S,1197940.000000000000000,275741.000000000000000,+40.4050484,-079.9308344,18931.493954900000972,89,12713036.000000000000000,18931.703000000001339,90,2172,Glen Hazel,36,293.197000000000003,0.456000000000000,3,6,9,18931.702384000000166,12713035.857799999415874,18931.494331499998225,0,0.004011133917215,0.000000055806291
100,88,90,84,0.477774560000000,20811.776386490000732,Special Use Park,SU,9,Hazelwood Senior Center,Hazelwood Healthy Active Living Center,Hazelwood Senior Center,Schenley,959.540105670000003,6d68e648-9a59-4a3e-a7af-2206e8e4ee32,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Eastern,0.477774555414303,1e213ba7-50f4-488c-94f4-66b7d10ec963,3338.160156250000000,274.321210511192021,19,34,42,003,562900,1,420035629001,Block Group 1,G5030,S,1385581.000000000000000,586785.000000000000000,+40.4096285,-079.9486102,29907.611274399998365,76,44132028.000000000000000,42041.449000000000524,77,2159,Hazelwood,39,1017.804999999999950,1.583000000000000,3,25,9,42041.449983099999372,44132028.365599997341633,42027.889438199999859,0,0.002076052297707,0.000000205132547
101,89,91,138,0.224161940000000,9764.454941600000893,Neighborhood Park,NP,14,Niagara Parklet,Oakcliffe Community Playground,Niagara Park,Schenley,395.336511449999989,590b1935-1d5d-4c5d-bd92-b1b469bc3c1c,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Schenley,0.224161937546676,f0f901a5-97ac-49b6-88d2-20c23b67ea02,1567.648437500000000,158.405938357383008,22,38,42,003,040900,3,420030409003,Block Group 3,G5030,S,253498.000000000000000,0.000000000000000,+40.4308074,-079.9518013,7343.082266229999732,67,14169730.000000000000000,19242.504000000000815,68,2150,South Oakland,70,326.793000000000006,0.508000000000000,3,19,14,19242.503109000001132,14169729.776200000196695,19226.784727700000076,0,0.001259975609462,0.000000096287835
102,90,92,183,1.197255030000000,52152.220546630000172,Neighborhood Park,NP,15,Vincennes Parklet,Vincennes Park,Vincennes Park,Schenley,1142.213995209999894,ebb605cb-0ca0-468f-b0b2-73a22e461106,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Schenley,1.19725503113254,ba63dda5-fdd7-4e1f-a332-914a9727c805,8376.906250000000000,373.598455236052985,83,348,42,003,050100,3,420030501003,Block Group 3,G5030,S,308316.000000000000000,0.000000000000000,+40.4459724,-079.9776953,7994.231363920000149,52,8503223.000000000000000,14505.091000000000349,53,2135,Middle Hill,51,196.108000000000004,0.305000000000000,3,25,15,14505.091583100000207,8503222.962440000846982,14504.857097000000067,0,0.002947902989724,0.000000514401186
103,91,93,99,0.360929510000000,15722.026520549999987,Neighborhood Park,NP,14,Lawn & Ophelia Playground,Lawn and Ophelia Park,Lawn and Ophelia Park,Schenley,701.574846399999956,1eb23da9-b4bd-4b7f-ae4b-f51bfe67db3f,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Schenley,0.360929508926702,82a527fd-a5cc-4b95-a5ea-ee670b1a145b,2524.156250000000000,237.263362091548998,22,38,42,003,040900,3,420030409003,Block Group 3,G5030,S,253498.000000000000000,0.000000000000000,+40.4308074,-079.9518013,7343.082266229999732,67,14169730.000000000000000,19242.504000000000815,68,2150,South Oakland,70,326.793000000000006,0.508000000000000,3,19,14,19242.503109000001132,14169729.776200000196695,19226.784727700000076,0,0.001863685948161,0.000000155038114
104,92,94,45,0.428525290000000,18666.487007529998664,Neighborhood Park,NP,11,Dallas Parklet,Dallas Park,Dallas Park,Eastern,575.212343120000014,7833f211-ee2a-44e4-997d-d83ed7f19972,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Eastern,0.42852529094815,514c9a6f-0bfd-4ffc-a768-0b0c5ce68713,2998.875000000000000,230.498226818404987,77,308,42,003,120700,2,420031207002,Block Group 2,G5030,S,200053.000000000000000,0.000000000000000,+40.4569713,-079.9050701,6871.688075140000365,35,5542252.500000000000000,10087.878000000000611,36,2118,Homewood West,43,127.819000000000003,0.199000000000000,2,81,11,10087.877312900000106,5542252.622209999710321,10086.394630599999800,0,0.001858143724086,0.000000184134157
105,93,95,18,1.327795420000000,57838.537243940001645,Neighborhood Park,NP,11,Baxter Parklet,Baxter Park,Baxter Park,Eastern,1418.324644690000014,73a669d2-df96-412e-b2e3-f23595df4ca4,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Eastern,1.32779542237787,4d65c6cc-80cd-421a-a9dc-5b6591b43bad,9291.597656250000000,423.811543751138004,75,292,42,003,130200,2,420031302002,Block Group 2,G5030,S,186305.000000000000000,0.000000000000000,+40.4594767,-079.8955903,5810.236224229999607,32,12103512.000000000000000,16962.011999999998807,33,2115,Homewood North,41,279.139999999999986,0.434000000000000,2,57,11,16962.011644800000795,12103511.794299999251962,16973.141852600001585,0,0.003514709670455,0.000000570529121
106,94,96,91,0.221227190000000,9636.617923480000172,Special Use Park,SU,11,Homewood Senior Center,Homewood Healthy Active Living Center,Homewood Senior Center,Eastern,410.875594509999985,38905c2c-76b0-4f28-8608-655f6a76897b,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Eastern,0.221227191691103,3e1c672d-2cbd-49ef-a891-c28bdc7409a5,1548.132812500000000,164.751634960463008,75,292,42,003,130200,2,420031302002,Block Group 2,G5030,S,186305.000000000000000,0.000000000000000,+40.4594767,-079.8955903,5810.236224229999607,32,12103512.000000000000000,16962.011999999998807,33,2115,Homewood North,41,279.139999999999986,0.434000000000000,2,57,11,16962.011644800000795,12103511.794299999251962,16973.141852600001585,0,0.001270129521780,0.000000095058209
107,95,97,46,1.501967990000000,65425.463820580000174,Neighborhood Park,NP,10,Davis Parklet,Davis Park,Davis Park,Eastern,1052.345322579999902,0c5ad046-197c-4180-b444-321700e6bbf9,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Eastern,1.50196798721812,ef95397c-5cb8-4f72-b33f-0e1c8d9db956,10503.066406250000000,421.337771694330002,25,54,42,003,141400,3,420031414003,Block Group 3,G5030,S,294702.000000000000000,0.000000000000000,+40.4266034,-079.9185733,8635.642130309999629,63,74470128.000000000000000,50122.652000000001863,64,2146,Squirrel Hill South,77,1717.484999999999900,2.671000000000000,3,23,10,50122.651096599998709,74470126.269400000572205,50179.666766200003622,0,0.003505722202034,0.000000645143724
108,96,98,115,0.669738330000000,29173.685060520001571,Community Park,CP,16,Market Square Park,Market Square Park,Market Square Park,State,654.390004309999995,2135e0d3-02e0-47df-bd9c-fd24eba4397d,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Northern,0.669738332314229,5d8445ef-48d6-40f8-9c29-44de13ab8523,4684.535156250000000,262.159506235816991,5,6,42,003,020100,4,420030201004,Block Group 4,G5030,S,281715.000000000000000,0.000000000000000,+40.4406777,-079.9892121,7297.919732360000125,57,17846686.000000000000000,23034.955000000001746,58,2140,Central Business District,17,411.593000000000018,0.640000000000000,1,24,16,23034.954702899998665,17846685.487399999052286,23034.929056500001025,0,0.002093504732958,0.000000287709109
109,97,100,24,0.779469620000000,33953.560769130002882,Neighborhood Park,NP,6,Bon Air Tot Lot,Bon Air Park,Bon Air Park,Southern,939.811206380000044,48c76f2a-fc5c-4ed8-9ab0-465403a64d69,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Southern,0.779469618544148,0ad6e4db-e881-414e-98a2-0f6dd5db035e,5446.730468750000000,328.005952054161980,46,120,42,003,562400,1,420035624001,Block Group 1,G5030,S,818084.000000000000000,0.000000000000000,+40.4077250,-080.0012233,15887.006503500000690,85,8738354.000000000000000,15889.566000000000713,86,2168,Bon Air,12,201.530000000000001,0.313000000000000,4,57,6,15889.567143800000849,8738354.369459999725223,15887.006463300000178,0,0.002748244312589,0.000000334685049
110,98,101,132,45.977524619999997,2002772.961149079957977,Regional Park,RP,6,Mt. Washington Park,Emerald View Park - Mt. Washington Park,Emerald View Regional Park,Western,11386.220701899999767,59f0daee-69f6-46e3-b6a8-f7586c78f386,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Western,45.9775246158164,9de88fb6-adb3-47f8-9a3a-1d14c04f067a,321424.027343750000000,4647.219774441469781,23,45,42,003,180700,2,420031807002,Block Group 2,G5030,S,128061.000000000000000,0.000000000000000,+40.4247086,-080.0011285,5547.088803720000215,64,31760998.000000000000000,33988.883000000001630,65,2147,Mount Washington,54,732.495000000000005,1.139000000000000,5,25,6,33988.882268900000781,31760998.035100001841784,34003.524912000000768,0,0.035667930245913,0.000019746062567
111,99,102,148,1.217858950000000,53049.723690279999573,Neighborhood Park,NP,5,Pauline Parklet,Pauline Park,Pauline Park,Western,1481.109451099999887,8d2ca331-e92f-4081-91f6-a991b913975d,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Southern,1.21785895063851,a1e61429-ed8a-45b9-9c15-fb0ca0c7dcbb,8509.382812500000000,385.253886017321008,41,97,42,003,191600,3,420031916003,Block Group 3,G5030,S,170636.000000000000000,0.000000000000000,+40.4126628,-080.0211465,8417.875608039999861,72,40706528.000000000000000,32676.169999999998254,73,2155,Beechview,8,938.803999999999974,1.460000000000000,5,23,5,32676.170007900000201,40706529.253899998962879,32742.447523099999671,0,0.003137748639670,0.000000522897791
112,100,103,222,0.390467290000000,17008.687264060001326,Special Use Park,SU, , ,Paulson Rec Center, , ,0.000000000000000, ,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Northeast,0.390467293365766,e4f0aae3-182b-4137-bb5b-ae3601c19654,2733.378906250000000,221.126776415065990,20,35,42,003,980000,1,420039800001,Block Group 1,G5030,S,637235.000000000000000,237268.000000000000000,+40.4875790,-079.8907469,13581.875090300000011,4,7809355.500000000000000,13582.971999999999753,5,2087,Lincoln-Lemington-Belmar,47,180.104999999999990,0.280000000000000,2,24,11,13582.972150199999305,7809355.833979999646544,41663.831329200002074,0,0.001862740627785,0.000000167806516
113,101,104,221,0.240178040000000,10462.113369740000053,Special Use Park,SU, , ,Beechview Healthy Active Living Center Park, , ,0.000000000000000, ,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Southern,0.240178035314907,52b43414-7e90-44b2-9570-1beac69c80d6,1678.457031250000000,190.458050947493007,41,97,42,003,191600,3,420031916003,Block Group 3,G5030,S,170636.000000000000000,0.000000000000000,+40.4126628,-080.0211465,8417.875608039999861,72,40706528.000000000000000,32676.169999999998254,73,2155,Beechview,8,938.803999999999974,1.460000000000000,5,23,5,32676.170007900000201,40706529.253899998962879,32742.447523099999671,0,0.001480232467975,0.000000103131479
114,102,106,98,1.513133060000000,65911.812554810006986,Neighborhood Park,NP,12,Larimer Playground,Larimer Park,Larimer Park,Northeast,1546.479561999999987,e2dfdfa0-07bf-44bc-b67a-987e04079b1f,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Northeast,1.51313306250796,9a6ac40c-821d-40d3-9a8a-9a8bfaad6c0c,10591.777343750000000,606.786705132696056,44,114,42,003,120400,1,420031204001,Block Group 1,G5030,S,176103.000000000000000,0.000000000000000,+40.4633748,-079.9087841,5462.853099920000204,22,12407882.000000000000000,15726.185999999999694,23,2105,Larimer,45,286.160000000000025,0.445000000000000,2,21,12,15726.185820999999123,12407881.295499999076128,15727.705062900000485,0,0.004730741869785,0.000000650263637
115,103,107,125,32.536972380000002,1417304.847711970098317,Community Park,CP,10,Mellon Park,Mellon Park,Mellon Park,Eastern,7625.399379899999985,afed3549-f340-4b7c-83dd-cee2c7b29ffe,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Eastern,32.5369723817349,48d7ed3d-a0df-4495-836f-caf278aef513,227666.738281250000000,3054.729626969699893,34,75,42,003,981100,1,420039811001,Block Group 1,G5030,S,876833.000000000000000,0.000000000000000,+40.4420424,-079.9063310,14525.901631099999577,53,27997334.000000000000000,25607.969000000000960,54,2136,Point Breeze,63,645.695000000000050,1.004000000000000,3,6,10,25607.969186800000898,27997334.375300001353025,25612.244875600001251,0,0.012891780410240,0.000007271005937
116,103,107,125,32.536972380000002,1417304.847711970098317,Community Park,CP,10,Mellon Park,Mellon Park,Mellon Park,Eastern,7625.399379899999985,afed3549-f340-4b7c-83dd-cee2c7b29ffe,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Eastern,32.5369723817349,48d7ed3d-a0df-4495-836f-caf278aef513,227666.738281250000000,3054.729626969699893,57,167,42,003,070900,2,420030709002,Block Group 2,G5030,S,136793.000000000000000,0.000000000000000,+40.4510923,-079.9473004,5126.461433739999848,42,25673624.000000000000000,25073.462999999999738,43,2125,Shadyside,68,592.104000000000042,0.921000000000000,2,23,12,25073.462298599999485,25673625.062800001353025,25072.181691000001592,0,0.012180634062493,0.000006708898356
117,104,108,149,3.460796120000000,150751.675899830006529,Neighborhood Park,NP,11,Paulson Playground,Paulson Park,Paulson Park,Eastern,2017.612563599999930,8180fb19-0d4a-451d-bec4-fc7decd19d52,pgh.admin,11/2/2021 0:00:00,pgh.admin,11/2/2021 0:00:00,Parks - Northeast,3.46079611818961,467828c5-47e1-4dc3-8186-f26c058379dc,24226.726562500000000,778.045293544500964,20,35,42,003,980000,1,420039800001,Block Group 1,G5030,S,637235.000000000000000,237268.000000000000000,+40.4875790,-079.8907469,13581.875090300000011,4,7809355.500000000000000,13582.971999999999753,5,2087,Lincoln-Lemington-Belmar,47,180.104999999999990,0.280000000000000,2,24,11,13582.972150199999305,7809355.833979999646544,41663.831329200002074,0,0.006117954212522,0.000001487309754
